nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Fertrève,58113,58,215801135,200067908,27,['58270'],89.0
Fléty,58114,58,215801143,200067882,27,['58170'],94.0
Fleury-sur-Loire,58115,58,215801150,200067700,27,['58240'],230.0
Flez-Cuzy,58116,58,215801168,200067692,27,['58190'],134.0
Fourchambault,58117,58,215801176,245804406,27,['58600'],3992.0
Fours,58118,58,215801184,200067882,27,['58250'],582.0
Frasnay-Reugny,58119,58,215801192,200067908,27,['58270'],79.0
Gâcogne,58120,58,215801200,200067692,27,['58140'],233.0
Garchizy,58121,58,215801218,245804406,27,['58600'],3648.0
Garchy,58122,58,215801226,200067916,27,['58150'],424.0
Germenay,58123,58,215801234,200067692,27,['58800'],118.0
Germigny-sur-Loire,58124,58,215801242,245804406,27,['58320'],738.0
Gien-sur-Cure,58125,58,215801259,200067890,27,['58230'],90.0
Gimouille,58126,58,215801267,245804406,27,['58470'],405.0
Giry,58127,58,215801275,200068088,27,['58700'],187.0
Glux-en-Glenne,58128,58,215801283,200067890,27,['58370'],87.0
Gouloux,58129,58,215801291,200067890,27,['58230'],164.0
Grenois,58130,58,215801309,200067692,27,['58420'],93.0
Guérigny,58131,58,215801317,200068088,27,['58130'],2505.0
Guipy,58132,58,215801325,200067692,27,['58420'],222.0
Héry,58133,58,215801333,200067692,27,['58800'],72.0
Imphy,58134,58,215801341,200067700,27,['58160'],3182.0
Isenay,58135,58,215801358,200067882,27,['58290'],94.0
Jailly,58136,58,215801366,200067908,27,['58330'],67.0
Lamenay-sur-Loire,58137,58,215801374,200067700,27,['58300'],64.0
Langeron,58138,58,215801382,245804497,27,['58240'],337.0
Lanty,58139,58,215801390,200067882,27,['58250'],126.0
Larochemillay,58140,58,215801408,200067882,27,['58370'],226.0
Lavault-de-Frétoy,58141,58,215801416,200067890,27,['58230'],65.0
Limanton,58142,58,215801424,200067882,27,['58290'],242.0
Limon,58143,58,215801432,200067908,27,['58270'],151.0
Livry,58144,58,215801440,245804497,27,['58240'],643.0
Lormes,58145,58,215801457,200067890,27,['58140'],1251.0
Lucenay-lès-Aix,58146,58,215801465,200067700,27,['58380'],936.0
Lurcy-le-Bourg,58147,58,215801473,200068088,27,['58700'],275.0
Luthenay-Uxeloup,58148,58,215801481,245804497,27,['58240'],606.0
Luzy,58149,58,215801499,200067882,27,['58170'],2006.0
Lys,58150,58,215801507,200067692,27,['58190'],104.0
La Machine,58151,58,215801515,200067700,27,['58260'],3192.0
Magny-Cours,58152,58,215801523,245801063,27,['58470'],1432.0
Magny-Lormes,58153,58,215801531,200067692,27,['58800'],67.0
La Maison-Dieu,58154,58,215801549,200067692,27,['58190'],113.0
La Marche,58155,58,215801556,200068088,27,['58400'],509.0
Marcy,58156,58,215801564,200067429,27,['58210'],139.0
Marigny-l'Église,58157,58,215801572,200067890,27,['58140'],294.0
Mars-sur-Allier,58158,58,215801580,245801063,27,['58240'],301.0
Marigny-sur-Yonne,58159,58,215801598,200067692,27,['58800'],191.0
Marzy,58160,58,215801606,245804406,27,['58180'],3623.0
Maux,58161,58,215801614,200067882,27,['58290'],140.0
Menestreau,58162,58,215801622,200067916,27,['58410'],96.0
Menou,58163,58,215801630,200067429,27,['58210'],179.0
Mesves-sur-Loire,58164,58,215801648,200067916,27,['58400'],662.0
Metz-le-Comte,58165,58,215801655,200067692,27,['58190'],177.0
Mhère,58166,58,215801663,200067692,27,['58140'],226.0
Millay,58168,58,215801689,200067882,27,['58170'],440.0
Moissy-Moulinot,58169,58,215801697,200067692,27,['58190'],14.0
Monceaux-le-Comte,58170,58,215801705,200067692,27,['58190'],128.0
Montapas,58171,58,215801713,200067882,27,['58110'],269.0
Montambert,58172,58,215801721,200067882,27,['58250'],114.0
Montaron,58173,58,215801739,200067882,27,['58250'],159.0
Montenoison,58174,58,215801747,200068088,27,['58700'],129.0
Mont-et-Marré,58175,58,215801754,200067882,27,['58110'],155.0
Montigny-aux-Amognes,58176,58,215801762,200067908,27,['58130'],621.0
Montigny-en-Morvan,58177,58,215801770,200067890,27,['58120'],308.0
Montigny-sur-Canne,58178,58,215801788,200067882,27,['58340'],153.0
Montreuillon,58179,58,215801796,200067692,27,['58800'],243.0
Montsauche-les-Settons,58180,58,215801804,200067890,27,['58230'],480.0
Moraches,58181,58,215801812,200067692,27,['58420'],128.0
Moulins-Engilbert,58182,58,215801820,200067882,27,['58290'],1352.0
Mouron-sur-Yonne,58183,58,215801838,200067692,27,['58800'],88.0
Moussy,58184,58,215801846,200068088,27,['58700'],107.0
Moux-en-Morvan,58185,58,215801853,200067890,27,['58230'],538.0
Murlin,58186,58,215801861,200068088,27,['58700'],57.0
Myennes,58187,58,215801879,200067916,27,['58440'],535.0
Nannay,58188,58,215801887,200068088,27,['58350'],108.0
Narcy,58189,58,215801895,200068088,27,['58400'],464.0
Neuffontaines,58190,58,215801903,200067692,27,['58190'],87.0
Neuilly,58191,58,215801911,200067692,27,['58420'],107.0
Neuville-lès-Decize,58192,58,215801929,245804497,27,['58300'],208.0
Neuvy-sur-Loire,58193,58,215801937,200067916,27,['58450'],1445.0
Nevers,58194,58,215801945,245804406,27,['58000'],33085.0
La Nocle-Maulaix,58195,58,215801952,200067882,27,['58250'],267.0
Nolay,58196,58,215801960,200067908,27,['58700'],353.0
Nuars,58197,58,215801978,200067692,27,['58190'],172.0
Oisy,58198,58,215801986,200067429,27,['58500'],305.0
Onlay,58199,58,215801994,200067890,27,['58370'],163.0
Ouagne,58200,58,215802000,200067429,27,['58500'],149.0
Oudan,58201,58,215802018,200067429,27,['58210'],148.0
Ougny,58202,58,215802026,200067882,27,['58110'],28.0
Oulon,58203,58,215802034,200068088,27,['58700'],64.0
Vaux d'Amognes,58204,58,200063287,200067908,27,['58130'],539.0
Ouroux-en-Morvan,58205,58,215802059,200067890,27,['58230'],599.0
Parigny-la-Rose,58206,58,215802067,200067429,27,['58210'],32.0
Parigny-les-Vaux,58207,58,215802075,245804406,27,['58320'],964.0
Pazy,58208,58,215802083,200067692,27,['58800'],293.0
Perroy,58209,58,215802091,200067916,27,['58220'],152.0
Planchez,58210,58,215802109,200067890,27,['58230'],313.0
Poil,58211,58,215802117,200067882,27,['58170'],152.0
Poiseux,58212,58,215802125,200068088,27,['58130'],331.0
Pougny,58213,58,215802133,200067916,27,['58200'],473.0
Pougues-les-Eaux,58214,58,215802141,245804406,27,['58320'],2401.0
Pouilly-sur-Loire,58215,58,215802158,200067916,27,['58150'],1635.0
Pouques-Lormes,58216,58,215802166,200067692,27,['58140'],134.0
Pousseaux,58217,58,215802174,200067429,27,['58500'],186.0
Prémery,58218,58,215802182,200068088,27,['58700'],1734.0
Préporché,58219,58,215802190,200067882,27,['58360'],212.0
Raveau,58220,58,215802208,200068088,27,['58400'],594.0
Rémilly,58221,58,215802216,200067882,27,['58250'],157.0
Rix,58222,58,215802224,200067429,27,['58500'],150.0
Rouy,58223,58,215802232,200067908,27,['58110'],628.0
Ruages,58224,58,215802240,200067692,27,['58190'],84.0
Saincaize-Meauce,58225,58,215802257,245804406,27,['58470'],358.0
Saint-Agnan-en-Morvan,58226,58,215802265,200067890,27,['58230'],143.0
Saint-Amand-en-Puisaye,58227,58,215802273,200067130,27,['58310'],1216.0
Saint-Andelain,58228,58,215802281,200067916,27,['58150'],583.0
Saint-André-en-Morvan,58229,58,215802299,200067890,27,['58140'],309.0
Saint-Aubin-des-Chaumes,58230,58,215802307,200067692,27,['58190'],70.0
Saint-Aubin-les-Forges,58231,58,215802315,200068088,27,['58130'],376.0
Saint-Benin-d'Azy,58232,58,215802323,200067908,27,['58270'],1255.0
Saint-Benin-des-Bois,58233,58,215802331,200067908,27,['58330'],195.0
Saint-Bonnot,58234,58,215802349,200068088,27,['58700'],155.0
Saint-Brisson,58235,58,215802356,200067890,27,['58230'],252.0
Sainte-Colombe-des-Bois,58236,58,215802364,200067916,27,['58220'],140.0
Saint-Didier,58237,58,215802372,200067692,27,['58190'],30.0
Saint-Éloi,58238,58,215802380,245804406,27,['58000'],2296.0
Saint-Firmin,58239,58,215802398,200067908,27,['58270'],152.0
Saint-Franchy,58240,58,215802406,200067908,27,['58330'],81.0
Saint-Germain-Chassenay,58241,58,215802414,200067700,27,['58300'],306.0
Saint-Germain-des-Bois,58242,58,215802422,200067692,27,['58210'],112.0
Saint-Gratien-Savigny,58243,58,215802430,200067882,27,['58340'],114.0
Saint-Hilaire-en-Morvan,58244,58,215802448,200067890,27,['58120'],221.0
Saint-Hilaire-Fontaine,58245,58,215802455,200067882,27,['58300'],179.0
Saint-Honoré-les-Bains,58246,58,215802463,200067882,27,['58360'],678.0
Saint-Jean-aux-Amognes,58247,58,215802471,200067908,27,['58270'],547.0
Saint-Laurent-l'Abbaye,58248,58,215802489,200067916,27,['58150'],216.0
Saint-Léger-de-Fougeret,58249,58,215802497,200067890,27,['58120'],315.0
Saint-Léger-des-Vignes,58250,58,215802505,200067700,27,['58300'],1646.0
Saint-Loup-des-Bois,58251,58,215802513,200067916,27,['58200'],459.0
Saint-Malo-en-Donziois,58252,58,215802521,200067916,27,['58350'],150.0
Sainte-Marie,58253,58,215802539,200067908,27,['58330'],87.0
Saint-Martin-d'Heuille,58254,58,215802547,200068088,27,['58130'],565.0
Saint-Martin-du-Puy,58255,58,215802554,200067890,27,['58140'],290.0
Saint-Martin-sur-Nohain,58256,58,215802562,200067916,27,['58150'],375.0
Saint-Maurice,58257,58,215802570,200067908,27,['58330'],48.0
Saint-Ouen-sur-Loire,58258,58,215802588,200067700,27,['58160'],475.0
Saint-Parize-en-Viry,58259,58,215802596,200071140,27,['58300'],139.0
Saint-Parize-le-Châtel,58260,58,215802604,245801063,27,['58490'],1227.0
Saint-Père,58261,58,215802612,200067916,27,['58200'],1056.0
Saint-Péreuse,58262,58,215802620,200067890,27,['58110'],199.0
Saint-Pierre-du-Mont,58263,58,215802638,200067429,27,['58210'],165.0
Saint-Pierre-le-Moûtier,58264,58,215802646,245804497,27,['58240'],1823.0
Saint-Quentin-sur-Nohain,58265,58,215802653,200067916,27,['58150'],101.0
Saint-Révérien,58266,58,215802661,200067692,27,['58420'],191.0
Saint-Saulge,58267,58,215802679,200067908,27,['58330'],650.0
Saint-Seine,58268,58,215802687,200067882,27,['58250'],187.0
Saint-Sulpice,58269,58,215802695,200067908,27,['58270'],418.0
Saint-Vérain,58270,58,215802703,200067130,27,['58310'],349.0
Saizy,58271,58,215802711,200067692,27,['58190'],189.0
Sardy-lès-Épiry,58272,58,215802729,200067692,27,['58800'],113.0
Sauvigny-les-Bois,58273,58,215802737,245801063,27,['58160'],1409.0
Savigny-Poil-Fol,58274,58,215802745,200067882,27,['58170'],108.0
Saxi-Bourdon,58275,58,215802752,200067908,27,['58330'],267.0
Sémelay,58276,58,215802760,200067882,27,['58360'],223.0
Sermages,58277,58,215802778,200067882,27,['58290'],189.0
Sermoise-sur-Loire,58278,58,215802786,245804406,27,['58000'],1486.0
Sichamps,58279,58,215802794,200068088,27,['58700'],173.0
Sougy-sur-Loire,58280,58,215802802,200067700,27,['58300'],594.0
Suilly-la-Tour,58281,58,215802810,200067916,27,['58150'],569.0
Surgy,58282,58,215802828,200067429,27,['58500'],335.0
Taconnay,58283,58,215802836,200067692,27,['58420'],73.0
Talon,58284,58,215802844,200067692,27,['58190'],42.0
Tamnay-en-Bazois,58285,58,215802851,200067882,27,['58110'],171.0
Tannay,58286,58,215802869,200067692,27,['58190'],530.0
Tazilly,58287,58,215802877,200067882,27,['58170'],180.0
Teigny,58288,58,215802885,200067692,27,['58190'],115.0
Ternant,58289,58,215802893,200067882,27,['58250'],166.0
Thaix,58290,58,215802901,200067882,27,['58250'],42.0
Thianges,58291,58,215802919,200067700,27,['58260'],165.0
Tintury,58292,58,215802927,200067882,27,['58110'],164.0
Toury-Lurcy,58293,58,215802935,200067700,27,['58300'],404.0
Toury-sur-Jour,58294,58,215802943,245804497,27,['58240'],125.0
Tracy-sur-Loire,58295,58,215802950,200067916,27,['58150'],975.0
Tresnay,58296,58,215802968,245804497,27,['58240'],131.0
Trois-Vèvres,58297,58,215802976,200067908,27,['58260'],241.0
Tronsanges,58298,58,215802984,200068088,27,['58400'],392.0
Trucy-l'Orgueilleux,58299,58,215802992,200067429,27,['58460'],217.0
Urzy,58300,58,215803008,200068088,27,['58130'],1727.0
Vandenesse,58301,58,215803016,200067882,27,['58290'],287.0
Varennes-lès-Narcy,58302,58,215803024,200068088,27,['58400'],901.0
Varennes-Vauzelles,58303,58,215803032,245804406,27,['58640'],9146.0
Varzy,58304,58,215803040,200067429,27,['58210'],1069.0
Vauclaix,58305,58,215803057,200067692,27,['58140'],134.0
Verneuil,58306,58,215803065,200067700,27,['58300'],274.0
Vielmanay,58307,58,215803073,200067916,27,['58150'],173.0
Vignol,58308,58,215803081,200067692,27,['58190'],59.0
Villapourçon,58309,58,215803099,200067882,27,['58370'],410.0
Villiers-le-Sec,58310,58,215803107,200067429,27,['58210'],47.0
Ville-Langy,58311,58,215803115,200067908,27,['58270'],236.0
Villiers-sur-Yonne,58312,58,215803123,200067429,27,['58500'],267.0
Vitry-Laché,58313,58,215803131,200067692,27,['58420'],103.0
Abancourt,59001,59,215900010,200068500,32,['59268'],441.0
Abscon,59002,59,215900028,200042190,32,['59215'],4108.0
Aibes,59003,59,215900036,200043396,32,['59149'],350.0
Aix-en-Pévèle,59004,59,215900044,200041960,32,['59310'],1338.0
Allennes-les-Marais,59005,59,215900051,200093201,32,['59251'],3545.0
L'Orée de Mormal,59006,59,931637920,200043321,32,"['59144', '59570']",619.0
Anhiers,59007,59,215900077,200044618,32,['59194'],888.0
Aniche,59008,59,215900085,245901152,32,['59580'],9963.0
Villeneuve-d'Ascq,59009,59,215900093,200093201,32,"['59491', '59493', '59650']",62868.0
Anneux,59010,59,215900101,200068500,32,['59400'],258.0
Annœullin,59011,59,215900119,200093201,32,['59112'],10847.0
Anor,59012,59,215900127,200043404,32,['59186'],3099.0
Anstaing,59013,59,215900135,200093201,32,['59152'],1631.0
Anzin,59014,59,215900143,245901160,32,['59410'],13183.0
Arleux,59015,59,215900150,200044618,32,['59151'],3125.0
Armbouts-Cappel,59016,59,215900168,245900428,32,['59380'],2077.0
Armentières,59017,59,215900176,200093201,32,['59280'],26998.0
Arnèke,59018,59,215900184,200040947,32,['59285'],1594.0
Artres,59019,59,215900192,245901160,32,['59269'],1082.0
Assevent,59021,59,215900218,200043396,32,['59600'],1769.0
Attiches,59022,59,215900226,200041960,32,['59551'],2245.0
Aubencheul-au-Bac,59023,59,215900234,200068500,32,['59265'],549.0
Auberchicourt,59024,59,215900242,245901152,32,['59165'],4626.0
Aubers,59025,59,215900259,200093201,32,['59249'],1749.0
Aubigny-au-Bac,59026,59,215900267,200044618,32,['59265'],1143.0
Aubry-du-Hainaut,59027,59,215900275,245901160,32,['59494'],1705.0
Auby,59028,59,215900283,200044618,32,['59950'],7083.0
Auchy-lez-Orchies,59029,59,215900291,200041960,32,['59310'],1599.0
Audignies,59031,59,215900317,200043321,32,['59570'],359.0
Aulnoy-lez-Valenciennes,59032,59,215900325,245901160,32,['59300'],7080.0
Aulnoye-Aymeries,59033,59,215900333,200043396,32,['59620'],8612.0
Avelin,59034,59,215900341,200041960,32,['59710'],2561.0
Avesnelles,59035,59,215900358,200043263,32,['59440'],2232.0
Avesnes-sur-Helpe,59036,59,215900366,200043263,32,['59440'],4012.0
Avesnes-les-Aubert,59037,59,215900374,200030633,32,['59129'],3562.0
Avesnes-le-Sec,59038,59,215900382,200042190,32,['59296'],1458.0
Awoingt,59039,59,215900390,200068500,32,['59400'],757.0
Bachant,59041,59,215900416,200043396,32,['59138'],2230.0
Bachy,59042,59,215900424,200041960,32,['59830'],1898.0
Bailleul,59043,59,215900432,200040947,32,['59270'],14732.0
Baisieux,59044,59,215900440,200093201,32,['59780'],5545.0
Baives,59045,59,215900457,200043404,32,['59132'],158.0
Bambecque,59046,59,215900465,200040954,32,['59470'],845.0
Banteux,59047,59,215900473,200068500,32,['59266'],339.0
Bantigny,59048,59,215900481,200068500,32,['59554'],494.0
Bantouzelle,59049,59,215900499,200068500,32,['59266'],441.0
Bas-Lieu,59050,59,215900507,200043263,32,['59440'],348.0
La Bassée,59051,59,215900515,200093201,32,['59480'],6650.0
Bauvin,59052,59,215900523,200093201,32,['59221'],5249.0
Bavay,59053,59,215900531,200043321,32,['59570'],3249.0
Bavinchove,59054,59,215900549,200040947,32,['59670'],1045.0
Bazuel,59055,59,215900556,200030633,32,['59360'],551.0
Beaucamps-Ligny,59056,59,215900564,200093201,32,['59134'],845.0
Beaudignies,59057,59,215900572,200043321,32,['59530'],574.0
Beaufort,59058,59,215900580,200043396,32,['59330'],995.0
Beaumont-en-Cambrésis,59059,59,215900598,200030633,32,['59540'],458.0
Beaurain,59060,59,215900606,245901038,32,['59730'],234.0
Beaurepaire-sur-Sambre,59061,59,215900614,200043263,32,['59550'],272.0
Beaurieux,59062,59,215900622,200043263,32,['59740'],169.0
Beauvois-en-Cambrésis,59063,59,215900630,200030633,32,['59157'],1933.0
Bellaing,59064,59,215900648,200042190,32,['59135'],1301.0
Bellignies,59065,59,215900655,200043321,32,['59570'],810.0
Bérelles,59066,59,215900663,200043263,32,['59740'],163.0
Bergues,59067,59,215900671,200040954,32,['59380'],3525.0
Berlaimont,59068,59,215900689,200043396,32,['59145'],3159.0
Bermerain,59069,59,215900697,245901038,32,['59213'],778.0
Bersée,59071,59,215900713,200041960,32,['59235'],2318.0
Bersillies,59072,59,215900721,200043396,32,['59600'],237.0
Berthen,59073,59,215900739,200040947,32,['59270'],627.0
Bertry,59074,59,215900747,200030633,32,['59980'],2140.0
Béthencourt,59075,59,215900754,200030633,32,['59540'],689.0
Bettignies,59076,59,215900762,200043396,32,['59600'],343.0
Bettrechies,59077,59,215900770,200043321,32,['59570'],253.0
Beugnies,59078,59,215900788,200043263,32,['59216'],599.0
Beuvrages,59079,59,215900796,245901160,32,['59192'],6796.0
Beuvry-la-Forêt,59080,59,215900804,200041960,32,['59310'],2861.0
Bévillers,59081,59,215900812,200030633,32,['59217'],529.0
Bierne,59082,59,215900820,200040954,32,['59380'],1716.0
Bissezeele,59083,59,215900838,200040954,32,['59380'],239.0
Blaringhem,59084,59,215900846,200040947,32,['59173'],2008.0
Blécourt,59085,59,215900853,200068500,32,['59268'],313.0
Boeschepe,59086,59,215900861,200040947,32,['59299'],2244.0
Boëseghem,59087,59,215900879,200040947,32,['59189'],766.0
Bois-Grenier,59088,59,215900887,200093201,32,['59280'],1775.0
Bollezeele,59089,59,215900895,200040954,32,['59470'],1445.0
Bondues,59090,59,215900903,200093201,32,['59910'],9747.0
Borre,59091,59,215900911,200040947,32,['59190'],553.0
Bouchain,59092,59,215900929,200042190,32,['59111'],4113.0
Boulogne-sur-Helpe,59093,59,215900937,200043263,32,['59440'],291.0
Bourbourg,59094,59,215900945,245900428,32,['59630'],6931.0
Bourghelles,59096,59,215900960,200041960,32,['59830'],1682.0
Boursies,59097,59,215900978,200068500,32,['59400'],360.0
Bousbecque,59098,59,215900986,200093201,32,['59166'],4978.0
Bousies,59099,59,215900994,200043321,32,['59222'],1769.0
Bousignies,59100,59,215901000,200042190,32,['59178'],339.0
Bousignies-sur-Roc,59101,59,215901018,200043396,32,['59149'],369.0
Boussières-en-Cambrésis,59102,59,215901026,200030633,32,['59217'],436.0
Boussières-sur-Sambre,59103,59,215901034,200043396,32,['59330'],522.0
Boussois,59104,59,215901042,200043396,32,['59168'],3123.0
Bouvignies,59105,59,215901059,200041960,32,['59870'],1580.0
Bouvines,59106,59,215901067,200093201,32,['59830'],766.0
Bray-Dunes,59107,59,215901075,245900428,32,['59123'],4189.0
Briastre,59108,59,215901083,200030633,32,['59730'],689.0
Brillon,59109,59,215901091,200042190,32,['59178'],771.0
Brouckerque,59110,59,215901109,200040954,32,['59630'],1452.0
Broxeele,59111,59,215901117,200040954,32,['59470'],425.0
Bruay-sur-l'Escaut,59112,59,215901125,245901160,32,['59860'],11644.0
Bruille-lez-Marchiennes,59113,59,215901133,245901152,32,['59490'],1340.0
